,graph_i,mec_size,n_nodes,n_types,prob_inter,prob_intra,runtime,tmec_size,unoriented_tedges
444,44,32,50,10,0.2,0.3,0.3450143337249756,2,0
445,44,20,60,10,0.2,0.3,0.9403166770935059,4,0
446,44,288,70,10,0.2,0.3,0.64571213722229,1,0
447,44,48,80,10,0.2,0.3,2.9221770763397217,6,0
448,44,8,90,10,0.2,0.3,2.833690881729126,4,0
449,44,288,100,10,0.2,0.3,16.12257432937622,20,0
450,45,2,10,10,0.2,0.3,0.003983497619628906,2,1
451,45,2,20,10,0.2,0.3,0.019950151443481445,2,1
452,45,36,30,10,0.2,0.3,0.16473746299743652,6,2
453,45,48,40,10,0.2,0.3,0.2809429168701172,4,0
454,45,48,50,10,0.2,0.3,0.5680971145629883,4,0
455,45,72,60,10,0.2,0.3,0.5887665748596191,2,0
456,45,16,70,10,0.2,0.3,0.8520269393920898,2,0
457,45,18,80,10,0.2,0.3,3.646144151687622,8,0
458,45,128,90,10,0.2,0.3,1.774409294128418,2,0
459,45,18,100,10,0.2,0.3,2.344346761703491,2,0
460,46,4,10,10,0.2,0.3,0.006402492523193359,4,2
461,46,20,20,10,0.2,0.3,0.15635228157043457,16,4
462,46,32,30,10,0.2,0.3,0.21164250373840332,8,2
463,46,96,40,10,0.2,0.3,0.8139026165008545,12,2
464,46,128,50,10,0.2,0.3,1.4692466259002686,12,0
465,46,12,60,10,0.2,0.3,0.38713669776916504,1,0
466,46,288,70,10,0.2,0.3,1.510221004486084,4,0
467,46,24,80,10,0.2,0.3,2.0343992710113525,4,0
468,46,256,90,10,0.2,0.3,5.212559700012207,8,0
469,46,24,100,10,0.2,0.3,6.853715419769287,8,0
470,47,1,10,10,0.2,0.3,0.0027723312377929688,1,0
471,47,16,20,10,0.2,0.3,0.05260348320007324,6,1
472,47,24,30,10,0.2,0.3,0.06993746757507324,2,0
473,47,16,40,10,0.2,0.3,0.5105862617492676,8,0
474,47,18,50,10,0.2,0.3,0.33837389945983887,2,1
475,47,36,60,10,0.2,0.3,0.9795019626617432,4,1
476,47,24,70,10,0.2,0.3,0.8835070133209229,2,1
477,47,18,80,10,0.2,0.3,1.2366564273834229,2,0
478,47,360,90,10,0.2,0.3,9.8691725730896,16,0
479,47,672,100,10,0.2,0.3,4.22142219543457,4,0
480,48,3,10,10,0.2,0.3,0.0058650970458984375,3,2
481,48,56,20,10,0.2,0.3,0.11587190628051758,12,3
482,48,96,30,10,0.2,0.3,0.12055110931396484,4,1
483,48,12,40,10,0.2,0.3,0.4065530300140381,6,1
484,48,12,50,10,0.2,0.3,0.5862026214599609,4,1
485,48,18,60,10,0.2,0.3,0.586106538772583,2,0
486,48,192,70,10,0.2,0.3,2.6276371479034424,8,0
487,48,64,80,10,0.2,0.3,2.1038901805877686,4,0
488,48,384,90,10,0.2,0.3,47.56235122680664,72,0
489,48,90,100,10,0.2,0.3,2.7991878986358643,2,0
490,49,3,10,10,0.2,0.3,0.0073397159576416016,3,2
491,49,48,20,10,0.2,0.3,0.6120641231536865,48,6
492,49,8,30,10,0.2,0.3,0.0889892578125,2,1
493,49,24,40,10,0.2,0.3,0.6928777694702148,8,3
494,49,72,50,10,0.2,0.3,0.6806325912475586,4,1
495,49,6,60,10,0.2,0.3,0.664027214050293,2,0
496,49,60,70,10,0.2,0.3,2.354825258255005,6,0
497,49,4,80,10,0.2,0.3,1.454329013824463,2,0
498,49,144,90,10,0.2,0.3,3.501004457473755,4,0
499,49,216,100,10,0.2,0.3,4.633558750152588,4,0
500,50,2,10,10,0.2,0.3,0.004207134246826172,2,1
501,50,4,20,10,0.2,0.3,0.04159259796142578,4,2
502,50,16,30,10,0.2,0.3,0.13976645469665527,4,1
503,50,144,40,10,0.2,0.3,2.5730535984039307,36,3
504,50,36,50,10,0.2,0.3,0.6592309474945068,4,0
505,50,48,60,10,0.2,0.3,3.6975231170654297,16,0
506,50,9,70,10,0.2,0.3,0.6690957546234131,1,0
507,50,1728,80,10,0.2,0.3,4.333737373352051,6,0
508,50,4,90,10,0.2,0.3,1.322664499282837,1,0
509,50,6,100,10,0.2,0.3,2.7790515422821045,2,0
510,51,9,10,10,0.2,0.3,0.021450042724609375,9,4
511,51,8,20,10,0.2,0.3,0.04650688171386719,4,1
512,51,480,30,10,0.2,0.3,5.0899553298950195,180,6
513,51,16,40,10,0.2,0.3,0.706986665725708,8,3
514,51,36,50,10,0.2,0.3,0.6522684097290039,4,1
515,51,96,60,10,0.2,0.3,3.6682209968566895,16,1
516,51,24,70,10,0.2,0.3,4.334583044052124,12,0
517,51,16,80,10,0.2,0.3,0.9448351860046387,1,0
518,51,16,90,10,0.2,0.3,1.321552038192749,1,0
519,51,36,100,10,0.2,0.3,1.8604364395141602,1,0
520,52,12,10,10,0.2,0.3,0.024503707885742188,12,4
521,52,12,20,10,0.2,0.3,0.04834771156311035,4,2
522,52,32,30,10,0.2,0.3,0.7348721027374268,24,5
523,52,504,40,10,0.2,0.3,0.4476807117462158,4,0
524,52,384,50,10,0.2,0.3,3.2385215759277344,24,1
525,52,60,60,10,0.2,0.3,0.6820411682128906,2,0
526,52,27,70,10,0.2,0.3,1.668609380722046,4,0
527,52,36,80,10,0.2,0.3,3.4107859134674072,6,0
528,52,64,90,10,0.2,0.3,1.353581428527832,1,0
529,52,1344,100,10,0.2,0.3,140.45800590515137,160,0
530,53,2,10,10,0.2,0.3,0.004723787307739258,2,1
531,53,12,20,10,0.2,0.3,0.03617358207702637,3,1
532,53,48,30,10,0.2,0.3,0.6363725662231445,24,2
533,53,24,40,10,0.2,0.3,0.32889604568481445,4,1
534,53,72,50,10,0.2,0.3,0.3861699104309082,2,1
535,53,48,60,10,0.2,0.3,1.0552403926849365,4,1
536,53,16,70,10,0.2,0.3,0.9886393547058105,2,0
537,53,4,80,10,0.2,0.3,0.9125628471374512,1,0
538,53,36,90,10,0.2,0.3,1.9154307842254639,2,0
539,53,72,100,10,0.2,0.3,11.217334747314453,12,0
540,54,6,10,10,0.2,0.3,0.011642217636108398,6,3
541,54,96,20,10,0.2,0.3,0.25973939895629883,24,4
542,54,216,30,10,0.2,0.3,0.4443540573120117,16,1
543,54,20,40,10,0.2,0.3,0.19895243644714355,2,0
544,54,120,50,10,0.2,0.3,1.5993566513061523,12,0
545,54,384,60,10,0.2,0.3,0.7164425849914551,2,0
546,54,20,70,10,0.2,0.3,0.6417582035064697,1,0
547,54,24,80,10,0.2,0.3,0.9318287372589111,1,0
548,54,24,90,10,0.2,0.3,1.993943691253662,2,0
549,54,216,100,10,0.2,0.3,9.77602481842041,10,0
550,55,6,10,10,0.2,0.3,0.012334108352661133,6,3
551,55,24,20,10,0.2,0.3,0.20202183723449707,24,3
552,55,2,30,10,0.2,0.3,0.06870770454406738,2,1
553,55,48,40,10,0.2,0.3,2.8225436210632324,40,2
554,55,8,50,10,0.2,0.3,0.37888407707214355,2,0
555,55,36,60,10,0.2,0.3,1.0589208602905273,4,0
556,55,108,70,10,0.2,0.3,5.3943986892700195,16,0
557,55,20,80,10,0.2,0.3,1.4034755229949951,2,0
558,55,360,90,10,0.2,0.3,6.058153867721558,8,1
559,55,112,100,10,0.2,0.3,4.415498495101929,4,0
560,56,4,10,10,0.2,0.3,0.007353067398071289,4,2
561,56,48,20,10,0.2,0.3,0.1073458194732666,8,4
562,56,4,30,10,0.2,0.3,0.08248209953308105,2,0
563,56,24,40,10,0.2,0.3,0.19761204719543457,2,0
564,56,20,50,10,0.2,0.3,0.608222484588623,4,0
565,56,8,60,10,0.2,0.3,1.7654626369476318,8,1
566,56,12,70,10,0.2,0.3,2.3079769611358643,6,0
567,56,6,80,10,0.2,0.3,0.9219043254852295,1,0
568,56,3,90,10,0.2,0.3,1.3053419589996338,1,0
569,56,256,100,10,0.2,0.3,4.611555814743042,4,0
570,57,4,10,10,0.2,0.3,0.007897138595581055,4,2
571,57,64,20,10,0.2,0.3,0.13794302940368652,12,4
572,57,144,30,10,0.2,0.3,0.6536729335784912,24,1
573,57,24,40,10,0.2,0.3,0.19450759887695312,2,1
574,57,140,50,10,0.2,0.3,2.125462770462036,20,0
575,57,20,60,10,0.2,0.3,0.34961462020874023,1,0
576,57,576,70,10,0.2,0.3,2.476694107055664,8,0
577,57,96,80,10,0.2,0.3,2.6730611324310303,6,0
578,57,108,90,10,0.2,0.3,6.88884162902832,12,0
579,57,120,100,10,0.2,0.3,2.257420063018799,2,0
580,58,6,10,10,0.2,0.3,0.010367631912231445,6,3
581,58,4,20,10,0.2,0.3,0.03426718711853027,4,2
582,58,32,30,10,0.2,0.3,0.3732008934020996,16,2
583,58,40,40,10,0.2,0.3,0.4935483932495117,8,2
584,58,6,50,10,0.2,0.3,0.3249537944793701,2,0
585,58,224,60,10,0.2,0.3,1.6334049701690674,8,1
586,58,360,70,10,0.2,0.3,2.56622052192688,8,0
587,58,120,80,10,0.2,0.3,3.5917911529541016,8,0
588,58,12,90,10,0.2,0.3,2.2033185958862305,3,0
589,58,16,100,10,0.2,0.3,1.48464035987854,1,0
590,59,6,10,10,0.2,0.3,0.011028051376342773,6,3
591,59,18,20,10,0.2,0.3,0.06583905220031738,8,0
592,59,24,30,10,0.2,0.3,0.11037921905517578,4,1
593,59,48,40,10,0.2,0.3,0.7174081802368164,12,2
594,59,72,50,10,0.2,0.3,0.33644914627075195,2,0
595,59,48,60,10,0.2,0.3,0.581580638885498,2,0
596,59,432,70,10,0.2,0.3,1.481196403503418,4,0
597,59,40,80,10,0.2,0.3,1.205472469329834,2,0
598,59,48,90,10,0.2,0.3,1.6781771183013916,2,0
599,59,72,100,10,0.2,0.3,3.7644965648651123,4,0
600,60,12,10,10,0.2,0.3,0.059961557388305664,12,6
601,60,8,20,10,0.2,0.3,0.06790661811828613,8,2
602,60,36,30,10,0.2,0.3,0.3425171375274658,12,3
603,60,3,40,10,0.2,0.3,0.16278672218322754,2,0
604,60,144,50,10,0.2,0.3,0.8507816791534424,6,1
605,60,16,60,10,0.2,0.3,0.5599188804626465,2,0
606,60,60,70,10,0.2,0.3,1.412917137145996,4,0
607,60,24,80,10,0.2,0.3,2.826791524887085,6,0
608,60,8,90,10,0.2,0.3,1.6549744606018066,2,0
609,60,4,100,10,0.2,0.3,1.4729187488555908,1,0
610,61,12,10,10,0.2,0.3,0.022401809692382812,12,4
611,61,12,20,10,0.2,0.3,0.09149646759033203,12,2
612,61,16,30,10,0.2,0.3,0.11536884307861328,4,1
613,61,96,40,10,0.2,0.3,0.2983226776123047,4,2
614,61,16,50,10,0.2,0.3,0.5734548568725586,4,0
615,61,48,60,10,0.2,0.3,0.46091413497924805,1,0
616,61,16,70,10,0.2,0.3,0.5532281398773193,1,0
617,61,8,80,10,0.2,0.3,1.9971723556518555,4,1
618,61,40,90,10,0.2,0.3,2.8386924266815186,4,0
619,61,96,100,10,0.2,0.3,1.571300745010376,1,0
620,62,2,10,10,0.2,0.3,0.004250526428222656,2,1
621,62,64,20,10,0.2,0.3,0.23630905151367188,32,1
622,62,48,30,10,0.2,0.3,0.08614182472229004,2,1
623,62,12,40,10,0.2,0.3,0.28765177726745605,4,1
624,62,72,50,10,0.2,0.3,1.4472436904907227,12,1
625,62,72,60,10,0.2,0.3,1.6615846157073975,8,0
626,62,108,70,10,0.2,0.3,3.6098990440368652,12,0
627,62,9,80,10,0.2,0.3,1.2003788948059082,2,0
628,62,21,90,10,0.2,0.3,1.694458246231079,2,0
629,62,36,100,10,0.2,0.3,2.351362943649292,2,0
630,63,6,10,10,0.2,0.3,0.011176824569702148,6,3
631,63,24,20,10,0.2,0.3,0.17227649688720703,24,2
632,63,36,30,10,0.2,0.3,0.18355178833007812,6,2
633,63,72,40,10,0.2,0.3,0.40715837478637695,6,1
634,63,84,50,10,0.2,0.3,1.5424103736877441,12,1
635,63,64,60,10,0.2,0.3,0.5798590183258057,2,0
636,63,24,70,10,0.2,0.3,0.5683755874633789,1,0
637,63,56,80,10,0.2,0.3,5.135896444320679,12,0
638,63,10,90,10,0.2,0.3,1.1210711002349854,1,0
639,63,84,100,10,0.2,0.3,28.051132440567017,36,0
640,64,2,10,10,0.2,0.3,0.0037505626678466797,2,1
641,64,36,20,10,0.2,0.3,0.18332958221435547,18,5
642,64,20,30,10,0.2,0.3,0.4484522342681885,20,2
643,64,24,40,10,0.2,0.3,1.883413553237915,24,3
644,64,32,50,10,0.2,0.3,1.8170597553253174,12,2
645,64,720,60,10,0.2,0.3,1.1359045505523682,4,0
646,64,288,70,10,0.2,0.3,6.854848384857178,24,0
647,64,96,80,10,0.2,0.3,2.081641912460327,4,0
648,64,16,90,10,0.2,0.3,2.820871591567993,4,0
649,64,96,100,10,0.2,0.3,9.928643226623535,12,0
650,65,4,10,10,0.2,0.3,0.007086277008056641,4,2
651,65,72,20,10,0.2,0.3,0.10397791862487793,12,3
652,65,4,30,10,0.2,0.3,0.1256117820739746,4,2
653,65,24,40,10,0.2,0.3,0.16474413871765137,2,0
654,65,48,50,10,0.2,0.3,1.8949511051177979,16,0
655,65,432,60,10,0.2,0.3,0.6450889110565186,2,0
656,65,14,70,10,0.2,0.3,2.6351025104522705,8,1
657,65,64,80,10,0.2,0.3,2.651883840560913,4,0
658,65,12,90,10,0.2,0.3,3.726520299911499,4,0
659,65,24,100,10,0.2,0.3,2.9537923336029053,2,0
660,66,2,10,10,0.2,0.3,0.005170106887817383,2,1
661,66,12,20,10,0.2,0.3,0.12367653846740723,12,2
662,66,96,30,10,0.2,0.3,2.043592691421509,72,1
663,66,10,40,10,0.2,0.3,0.14332079887390137,1,0
664,66,30,50,10,0.2,0.3,0.4211697578430176,2,0
665,66,8,60,10,0.2,0.3,0.6984701156616211,2,0
666,66,80,70,10,0.2,0.3,1.4751663208007812,3,0
667,66,16,80,10,0.2,0.3,1.0221037864685059,1,0
668,66,12,90,10,0.2,0.3,2.245915651321411,2,0
669,66,48,100,10,0.2,0.3,8.415643215179443,8,0
670,67,2,10,10,0.2,0.3,0.005043506622314453,2,1
671,67,24,20,10,0.2,0.3,0.04776334762573242,4,1
672,67,24,30,10,0.2,0.3,0.42069315910339355,12,4
673,67,4,40,10,0.2,0.3,0.20687508583068848,2,0
674,67,36,50,10,0.2,0.3,0.41277337074279785,2,0
675,67,96,60,10,0.2,0.3,1.1536781787872314,4,1
676,67,36,70,10,0.2,0.3,1.034759759902954,2,0
677,67,48,80,10,0.2,0.3,4.45672345161438,8,0
678,67,24,90,10,0.2,0.3,9.057377338409424,12,1
679,67,144,100,10,0.2,0.3,2.8576836585998535,2,0
680,68,4,10,10,0.2,0.3,0.0059511661529541016,4,2
681,68,64,20,10,0.2,0.3,0.20456528663635254,24,4
682,68,60,30,10,0.2,0.3,0.3680441379547119,16,2
683,68,50,40,10,0.2,0.3,0.3941314220428467,6,1
684,68,8,50,10,0.2,0.3,0.19942569732666016,1,0
685,68,24,60,10,0.2,0.3,0.5232288837432861,2,0
686,68,36,70,10,0.2,0.3,1.8647563457489014,6,0
687,68,80,80,10,0.2,0.3,0.7641263008117676,1,0
688,68,80,90,10,0.2,0.3,2.640657901763916,4,0
689,68,48,100,10,0.2,0.3,2.172339677810669,2,0
690,69,1,10,10,0.2,0.3,0.002619504928588867,1,0
691,69,8,20,10,0.2,0.3,0.06110334396362305,6,3
692,69,8,30,10,0.2,0.3,0.11219215393066406,4,1
693,69,1152,40,10,0.2,0.3,1.7739593982696533,24,5
694,69,240,50,10,0.2,0.3,1.400538682937622,12,1
695,69,304,60,10,0.2,0.3,4.017262697219849,20,0
696,69,120,70,10,0.2,0.3,2.0222957134246826,6,0
697,69,256,80,10,0.2,0.3,13.789191722869873,32,0
698,69,32,90,10,0.2,0.3,2.9439258575439453,4,0
699,69,192,100,10,0.2,0.3,3.8999288082122803,4,0
700,70,6,10,10,0.2,0.3,0.010718107223510742,6,3
701,70,8,20,10,0.2,0.3,0.054946184158325195,6,2
702,70,24,30,10,0.2,0.3,0.11937832832336426,4,2
703,70,72,40,10,0.2,0.3,0.7373151779174805,12,0
704,70,8,50,10,0.2,0.3,0.5691690444946289,4,0
705,70,16,60,10,0.2,0.3,0.5916481018066406,2,0
706,70,240,70,10,0.2,0.3,3.725923538208008,12,0
707,70,48,80,10,0.2,0.3,1.2289445400238037,2,0
708,70,30,90,10,0.2,0.3,2.0090291500091553,2,0
709,70,80,100,10,0.2,0.3,3.18379807472229,3,0
710,71,6,10,10,0.2,0.3,0.010850191116333008,6,3
711,71,32,20,10,0.2,0.3,0.34282350540161133,32,6
712,71,36,30,10,0.2,0.3,0.17920589447021484,6,3
713,71,48,40,10,0.2,0.3,0.990429162979126,16,3
714,71,36,50,10,0.2,0.3,0.5848946571350098,4,1
715,71,60,60,10,0.2,0.3,0.964475154876709,4,1
716,71,136,70,10,0.2,0.3,2.0237536430358887,6,0
717,71,18,80,10,0.2,0.3,1.290992021560669,2,0
718,71,16,90,10,0.2,0.3,1.7309577465057373,2,0
719,71,384,100,10,0.2,0.3,26.302191495895386,32,0
720,72,4,10,10,0.2,0.3,0.009342432022094727,4,3
721,72,8,20,10,0.2,0.3,0.06751608848571777,8,1
722,72,32,30,10,0.2,0.3,0.17870569229125977,6,2
723,72,20,40,10,0.2,0.3,0.1766829490661621,2,0
724,72,20,50,10,0.2,0.3,0.3546757698059082,2,1
725,72,54,60,10,0.2,0.3,1.757953405380249,8,1
726,72,144,70,10,0.2,0.3,3.757377862930298,12,0
727,72,12,80,10,0.2,0.3,2.077799081802368,4,0
728,72,336,90,10,0.2,0.3,28.45949077606201,48,0
729,72,32,100,10,0.2,0.3,3.927277088165283,4,0
730,73,6,10,10,0.2,0.3,0.011634588241577148,6,3
731,73,6,20,10,0.2,0.3,0.03542804718017578,3,2
732,73,72,30,10,0.2,0.3,2.5248358249664307,32,5
733,73,24,40,10,0.2,0.3,0.2897758483886719,4,0
734,73,16,50,10,0.2,0.3,0.549856424331665,4,1
735,73,12,60,10,0.2,0.3,0.5633490085601807,2,0
736,73,6,70,10,0.2,0.3,1.537095069885254,4,1
737,73,96,80,10,0.2,0.3,0.8988566398620605,1,0
738,73,6,90,10,0.2,0.3,1.8019030094146729,2,0
739,73,8,100,10,0.2,0.3,2.407459020614624,2,0
740,74,4,10,10,0.2,0.3,0.006730079650878906,4,2
741,74,36,20,10,0.2,0.3,0.3899266719818115,36,6
742,74,32,30,10,0.2,0.3,0.21583127975463867,8,0
743,74,48,40,10,0.2,0.3,0.5354809761047363,8,1
744,74,64,50,10,0.2,0.3,0.5659213066101074,4,0
745,74,8,60,10,0.2,0.3,0.38197827339172363,1,0
746,74,18,70,10,0.2,0.3,0.8813683986663818,2,0
747,74,32,80,10,0.2,0.3,1.286529541015625,2,0
748,74,12,90,10,0.2,0.3,1.7515513896942139,2,0
749,74,72,100,10,0.2,0.3,7.2028210163116455,8,0
750,75,18,10,10,0.2,0.3,0.04645562171936035,18,5
751,75,40,20,10,0.2,0.3,0.07358551025390625,6,2
752,75,28,30,10,0.2,0.3,0.3389096260070801,10,4
753,75,8,40,10,0.2,0.3,0.11171388626098633,1,0
754,75,18,50,10,0.2,0.3,0.22669601440429688,1,0
755,75,54,60,10,0.2,0.3,0.5706658363342285,2,0
756,75,480,70,10,0.2,0.3,1.5927941799163818,4,0
757,75,64,80,10,0.2,0.3,2.164769411087036,4,0
758,75,112,90,10,0.2,0.3,2.9629552364349365,4,0
759,75,24,100,10,0.2,0.3,4.0672595500946045,4,0
760,76,4,10,10,0.2,0.3,0.006641387939453125,4,2
761,76,4,20,10,0.2,0.3,0.03462553024291992,4,1
762,76,40,30,10,0.2,0.3,0.39874696731567383,16,1
763,76,4,40,10,0.2,0.3,0.17269039154052734,2,0
764,76,96,50,10,0.2,0.3,2.1145834922790527,18,1
765,76,16,60,10,0.2,0.3,1.7123031616210938,8,0
766,76,120,70,10,0.2,0.3,0.9151782989501953,2,0
767,76,180,80,10,0.2,0.3,17.060723781585693,40,0
768,76,72,90,10,0.2,0.3,14.775163412094116,24,0
769,76,18,100,10,0.2,0.3,1.5861384868621826,1,0
770,77,6,10,10,0.2,0.3,0.010902643203735352,6,3
771,77,32,20,10,0.2,0.3,0.12778329849243164,16,3
772,77,6,30,10,0.2,0.3,0.1591339111328125,6,0
773,77,6,40,10,0.2,0.3,0.11158418655395508,1,0
774,77,20,50,10,0.2,0.3,0.7783517837524414,6,0
775,77,240,60,10,0.2,0.3,1.8004498481750488,8,0
776,77,30,70,10,0.2,0.3,2.0453176498413086,6,0
777,77,72,80,10,0.2,0.3,2.1563973426818848,4,0
778,77,24,90,10,0.2,0.3,2.978959321975708,4,0
779,77,8,100,10,0.2,0.3,1.6029455661773682,1,0
780,78,1,10,10,0.2,0.3,0.002630949020385742,1,0
781,78,36,20,10,0.2,0.3,0.050766944885253906,4,1
782,78,192,30,10,0.2,0.3,2.5490381717681885,96,6
783,78,48,40,10,0.2,0.3,1.429128885269165,24,1
784,78,72,50,10,0.2,0.3,0.34806108474731445,2,0
785,78,24,60,10,0.2,0.3,0.6675765514373779,2,0
786,78,80,70,10,0.2,0.3,0.6091899871826172,1,0
787,78,24,80,10,0.2,0.3,2.1209840774536133,4,0
788,78,72,90,10,0.2,0.3,1.8097825050354004,2,0
789,78,48,100,10,0.2,0.3,2.4043588638305664,2,0
790,79,12,10,10,0.2,0.3,0.03419899940490723,12,5
791,79,12,20,10,0.2,0.3,0.06926727294921875,8,1
792,79,64,30,10,0.2,0.3,0.38776588439941406,16,1
793,79,360,40,10,0.2,0.3,0.3317556381225586,4,0
794,79,40,50,10,0.2,0.3,0.3499433994293213,2,0
795,79,24,60,10,0.2,0.3,0.9831950664520264,4,0
796,79,144,70,10,0.2,0.3,0.9085087776184082,2,0
797,79,360,80,10,0.2,0.3,20.542879104614258,48,0
798,79,9,90,10,0.2,0.3,1.1661996841430664,1,0
799,79,16,100,10,0.2,0.3,3.9511334896087646,4,0
800,80,2,10,10,0.2,0.3,0.004318952560424805,2,1
801,80,4,20,10,0.2,0.3,0.023906946182250977,2,0
802,80,12,30,10,0.2,0.3,0.07505226135253906,2,1
803,80,12,40,10,0.2,0.3,0.17356061935424805,2,1
804,80,544,50,10,0.2,0.3,6.829848527908325,60,0
805,80,36,60,10,0.2,0.3,1.0080113410949707,4,2
806,80,270,70,10,0.2,0.3,1.5479607582092285,4,0
807,80,12,80,10,0.2,0.3,1.2710137367248535,2,0
808,80,28,90,10,0.2,0.3,5.130779266357422,6,0
809,80,48,100,10,0.2,0.3,2.957338571548462,2,0
810,81,2,10,10,0.2,0.3,0.005074262619018555,2,1
811,81,50,20,10,0.2,0.3,0.2058870792388916,20,3
812,81,36,30,10,0.2,0.3,0.09230589866638184,2,0
813,81,8,40,10,0.2,0.3,0.21701264381408691,2,1
814,81,4,50,10,0.2,0.3,0.27405500411987305,1,0
815,81,192,60,10,0.2,0.3,5.790187120437622,24,1
816,81,48,70,10,0.2,0.3,1.762190580368042,4,0
817,81,48,80,10,0.2,0.3,2.563608407974243,4,0
818,81,192,90,10,0.2,0.3,5.147725820541382,6,0
819,81,24,100,10,0.2,0.3,8.42735481262207,8,0
820,82,2,10,10,0.2,0.3,0.004431247711181641,2,1
821,82,4,20,10,0.2,0.3,0.020201683044433594,1,0
822,82,12,30,10,0.2,0.3,0.3415653705596924,12,2
823,82,36,40,10,0.2,0.3,0.3542666435241699,4,1
824,82,96,50,10,0.2,0.3,0.6676924228668213,4,0
825,82,96,60,10,0.2,0.3,2.010209321975708,8,0
826,82,128,70,10,0.2,0.3,1.7827739715576172,4,0
827,82,52,80,10,0.2,0.3,2.0653672218322754,3,0
828,82,144,90,10,0.2,0.3,3.5254554748535156,4,0
829,82,36,100,10,0.2,0.3,1.841719627380371,1,0
830,83,8,10,10,0.2,0.3,0.02138686180114746,8,4
831,83,42,20,10,0.2,0.3,0.09441161155700684,8,1
832,83,108,30,10,0.2,0.3,1.8810176849365234,72,3
833,83,288,40,10,0.2,0.3,1.9081978797912598,24,3
834,83,24,50,10,0.2,0.3,0.2620425224304199,1,0
835,83,192,60,10,0.2,0.3,0.7040681838989258,2,0
836,83,480,70,10,0.2,0.3,1.8299262523651123,4,0
837,83,28,80,10,0.2,0.3,4.485950946807861,8,0
838,83,8,90,10,0.2,0.3,1.3361494541168213,1,0
839,83,24,100,10,0.2,0.3,2.7916321754455566,2,0
840,84,2,10,10,0.2,0.3,0.004750967025756836,2,1
841,84,4,20,10,0.2,0.3,0.041933298110961914,4,1
842,84,12,30,10,0.2,0.3,0.25299739837646484,8,2
843,84,12,40,10,0.2,0.3,0.45584940910339355,6,0
844,84,20,50,10,0.2,0.3,0.26958513259887695,1,0
845,84,6,60,10,0.2,0.3,0.43783044815063477,1,0
846,84,72,70,10,0.2,0.3,1.0336720943450928,2,0
847,84,512,80,10,0.2,0.3,15.964133739471436,32,0
848,84,16,90,10,0.2,0.3,2.0513572692871094,2,0
849,84,144,100,10,0.2,0.3,1.925170660018921,1,0
850,85,8,10,10,0.2,0.3,0.015326499938964844,8,3
851,85,12,20,10,0.2,0.3,0.07655787467956543,6,3
852,85,4,30,10,0.2,0.3,0.12489676475524902,4,1
853,85,8,40,10,0.2,0.3,0.20151090621948242,2,1
854,85,112,50,10,0.2,0.3,0.6521742343902588,4,0
855,85,32,60,10,0.2,0.3,1.5450973510742188,6,0
856,85,80,70,10,0.2,0.3,3.021390199661255,8,0
857,85,16,80,10,0.2,0.3,1.4519054889678955,2,0
858,85,24,90,10,0.2,0.3,1.3337759971618652,1,0
859,85,36,100,10,0.2,0.3,2.779738426208496,2,0
860,86,12,10,10,0.2,0.3,0.02622079849243164,12,4
861,86,80,20,10,0.2,0.3,0.31728696823120117,24,5
862,86,16,30,10,0.2,0.3,0.27895426750183105,10,1
863,86,64,40,10,0.2,0.3,0.594879150390625,8,1
864,86,480,50,10,0.2,0.3,1.9566731452941895,12,3
865,86,126,60,10,0.2,0.3,1.5574924945831299,6,1
866,86,144,70,10,0.2,0.3,1.7177774906158447,4,0
867,86,32,80,10,0.2,0.3,1.4408271312713623,2,0
868,86,72,90,10,0.2,0.3,6.136804819107056,8,0
869,86,36,100,10,0.2,0.3,7.994684934616089,8,0
870,87,12,10,10,0.2,0.3,0.02366924285888672,12,4
871,87,36,20,10,0.2,0.3,0.3337981700897217,28,5
872,87,16,30,10,0.2,0.3,0.27784180641174316,8,3
873,87,112,40,10,0.2,0.3,0.6429975032806396,7,2
874,87,2,50,10,0.2,0.3,0.2572207450866699,1,0
875,87,48,60,10,0.2,0.3,1.097322940826416,4,0
876,87,80,70,10,0.2,0.3,1.0045762062072754,2,0
877,87,192,80,10,0.2,0.3,2.018981456756592,3,0
878,87,28,90,10,0.2,0.3,2.0001742839813232,2,0
879,87,16,100,10,0.2,0.3,4.53289532661438,4,0
880,88,3,10,10,0.2,0.3,0.007226467132568359,3,2
881,88,8,20,10,0.2,0.3,0.029164552688598633,2,1
882,88,16,30,10,0.2,0.3,0.08323907852172852,2,0
883,88,96,40,10,0.2,0.3,1.7916126251220703,24,2
884,88,128,50,10,0.2,0.3,1.150061845779419,8,1
885,88,64,60,10,0.2,0.3,3.590595245361328,16,0
886,88,320,70,10,0.2,0.3,2.445849657058716,6,0
887,88,160,80,10,0.2,0.3,15.744434118270874,32,0
888,88,16,90,10,0.2,0.3,3.4254915714263916,4,1
889,88,18,100,10,0.2,0.3,2.683783531188965,2,0
890,89,6,10,10,0.2,0.3,0.013220548629760742,6,3
891,89,32,20,10,0.2,0.3,0.31905198097229004,20,6
892,89,30,30,10,0.2,0.3,0.05709266662597656,1,0
893,89,16,40,10,0.2,0.3,0.3228037357330322,4,1
894,89,150,50,10,0.2,0.3,1.6621007919311523,10,3
895,89,24,60,10,0.2,0.3,1.5112066268920898,6,1
896,89,10,70,10,0.2,0.3,0.6551430225372314,1,0
